temperature,pressure,q,enth_mol,entr_mol,vol_mol
522.1462,4447239.0,0.0,29705.523254162585,66.8960230157721,0.0001348272105840785
382.6267,3403047.0,0.0,4635.772715917409,11.725357750090152,9.956474740067497e-05
385.8745,2994625.0,0.0,5126.498288450796,13.108580318035328,0.00010012415218397573
393.7911,1268076.0,0.0,6310.32845768209,16.592252510835113,0.00010171911227363014
439.6523,3089466.0,0.0,14000.645467058172,34.591327783731586,0.0001094695336949133
513.2087,270312.0,1.0,50244.33171481655,124.15682561113536,0.015377089211852822
432.8766,4689970.0,0.0,12872.488615952243,31.607435846142632,0.00010753587863296717
372.9734,3526463.0,0.0,3148.1232142993967,7.755331028472593,9.816740490541097e-05
389.2718,968020.0,0.0,5578.840284621343,14.801675541493562,0.0001010715512999499
336.5887,2413529.0,0.0,-2316.912123023915,-7.3534370890997955,9.360396502209131e-05
353.1736,3860887.0,0.0,180.62233834919945,-0.507822725058876,9.5479481882393e-05
474.792,3278224.0,0.0,20323.121631960978,48.372728614240366,0.00011783356606324105
555.8456,3562739.0,1.0,51193.26216064229,107.1287280827495,0.0008511957355956776
415.6151,3422008.0,0.0,9937.74839866686,25.006804641913188,0.00010480510456948812
520.2371,2646793.0,1.0,46784.83350714942,100.584156661264,0.0011110674201435626
346.642,2016403.0,0.0,-875.6314891688605,-3.0247419349099545,9.490265076179124e-05
497.8888,2937922.0,0.0,24810.95339770844,57.68449063244416,0.00012593355758308368
492.4123,1731768.0,1.0,44467.34915652625,98.56625703292633,0.0018169016428346754
452.1972,1351754.0,0.0,16194.008642171659,39.94319934009556,0.00011309378512014346
369.4202,1546839.0,0.0,2512.7119714535283,6.566661952842812,9.801350342020594e-05
435.7771,741244.0,1.0,38632.98586711515,91.7665595735837,0.0042209843019924975
438.3122,1673281.0,0.0,13743.238532250021,34.35859741468495,0.00010977247947765591
369.9374,3031322.0,0.0,2660.581367158581,6.573440350601556,9.783117923035043e-05
444.1733,3220743.0,0.0,14790.240666591246,36.34544634072599,0.00011036416805243734
312.5709,931005.0,0.0,-5791.298989730972,-17.638610113580476,9.094859895719962e-05
402.028,3121139.0,0.0,7704.954189777015,19.621428195456033,0.00010260403671803188
350.1956,3739586.0,0.0,-265.3882262724448,-1.743167829104941,9.511844836173415e-05
488.4533,1277132.0,1.0,44914.14468958899,101.514981156988,0.002659799661036043
482.8619,3833419.0,0.0,21832.74046953336,51.387751986515426,0.00011977079565787048
384.0665,1387650.0,0.0,4774.613855125667,12.612587663629574,0.00010018011935707214
499.9484,1926281.0,1.0,45205.415714316834,99.38107645962651,0.0016215933401732999
427.0369,2360955.0,0.0,11820.787270229426,29.743033059669184,0.00010722721633894705
465.5528,3436115.0,0.0,18613.148968160127,44.69672453055087,0.00011523811418093701
287.9712,4822965.0,0.0,-8909.00196101057,-29.183581028123374,8.796504021094294e-05
554.6669,1745579.0,1.0,54488.38478411173,117.67463964630892,0.0022701427369354443
518.3771,3307749.0,0.0,29074.666963969907,65.9793467094258,0.00013537883036398042
482.0748,4395373.0,0.0,21670.196929815833,50.911753427420216,0.00011908510804669224
448.8637,2493694.0,0.0,15606.567397870363,38.35443425592026,0.00011172661911253853
348.6228,1446107.0,0.0,-613.2977388156911,-2.1141520349738236,9.523385362407006e-05
408.3521,3550567.0,0.0,8748.032200690046,22.086508556919622,0.00010353387928159934
320.7042,1704750.0,0.0,-4614.243806318406,-14.144432841742145,9.180117717388835e-05
332.7103,2596713.0,0.0,-2864.238851777921,-9.040070313795074,9.311454994499936e-05
560.6797,1518493.0,1.0,55783.80719059407,121.00853086184313,0.002715227505075453
518.9364,3060103.0,0.0,29247.38172906064,66.37722998586327,0.00013640013092641317
405.0896,4859524.0,0.0,8265.83989619134,20.56914452001439,0.00010267483221365461
505.9752,4766285.0,0.0,26304.36711140111,60.19962636915038,0.0001267522674195437
543.2138,3281141.0,1.0,49406.76731418141,104.32567517739662,0.0008981253933239129
369.0975,4353737.0,0.0,2594.912403290274,6.046213370081671,9.749631550231121e-05
430.2038,4274510.0,0.0,12407.450029829237,30.633163896655674,0.00010717473049745861
560.2146,3014409.0,1.0,53285.87297571456,111.85384171208646,0.0011432321295624993
450.254,2491000.0,0.0,15853.256885441528,38.90384155661666,0.00011204568028927496
510.1707,2398174.0,1.0,45660.77144810766,98.96526397944702,0.0012254945059406999
358.6634,1553746.0,0.0,884.4479340610005,2.0919633558920827,9.653604520192585e-05
551.6701,918147.0,1.0,55149.52386101291,123.66707899735655,0.004638843902457695
414.9611,3953694.0,0.0,9847.126996752557,24.654580498414454,0.00010454185687877085
458.4962,1159076.0,0.0,17334.930374122563,42.49701092410874,0.00011480161162612907
378.7023,1100460.0,0.0,3924.049927209899,10.457528743326757,9.943441989433101e-05
321.4737,2502935.0,0.0,-4462.498621005648,-13.900049333918622,9.180624933720061e-05
465.0444,1542998.0,0.0,18535.15394546521,45.00012322374468,0.00011632222966002218
551.2013,3239978.0,1.0,51103.18086840249,107.49647172526376,0.0009719643892430337
497.0843,216278.0,1.0,48028.42726025141,121.57906795229252,0.018670763764023345
320.8686,4187695.0,0.0,-4454.725166568087,-14.356790848729945,9.15630717959074e-05
357.8661,1643637.0,0.0,769.3483253838928,1.7464872080059066,9.641564437105503e-05
433.2762,4470078.0,0.0,12934.942324447213,31.806284462654975,0.0001076877664817149
